"zero.receive.level","actual.receive.level","source.level","distance","Sound.type","time","date","magic.x","noise.level","ExcessAttenuation","dBdoubledist"
-11.0491475115752,54.9822628377182,0,94.1249799510947,"2_Halbstart",640,20190823,-20.0129108900486,44.5337277933187,-0.150852488424807,-6.02448647845497
-14.2564354718276,51.7749748774658,0,142.77924890145,"2_Halbstart",640,20190823,-19.4478116296109,39.8709750127586,-0.543564528172407,-5.85437465053568
-15.0951840768822,50.9362262724112,0,192.107383924136,"2_Halbstart",640,20190823,-17.51303081636,39.8782950367252,-2.2048159231178,-5.27194759071203
-19.7634466486345,46.2679637006589,0,232.478596047512,"2_Halbstart",640,20190823,-20.9185911815442,37.3161014606357,0.863446648634493,-6.29712341267685
-10.364769437119,61.0187637088814,0,46.6261476513004,"2_Halbpeak",640,20190823,-41.9582792696823,42.8493282190435,4.664769437119,-12.6307006266206
-12.4966914891521,58.8868416568483,0,94.1249799510947,"2_Halbpeak",640,20190823,-22.6347935830187,43.6404961961737,1.29669148915211,-6.81375181415124
-21.559106134954,49.8244270110464,0,142.77924890145,"2_Halbpeak",640,20190823,-29.4096961224224,40.4866368210754,6.759106134954,-8.85320069621182
-30.4945065933625,40.8890265526379,0,192.107383924136,"2_Halbpeak",640,20190823,-35.3789149558722,40.5662971964733,13.1945065933625,-10.6501146157626
-39.136977876928,32.2465552690724,0,232.478596047512,"2_Halbpeak",640,20190823,-41.4244769570677,38.5168347844328,20.236977876928,-12.4700101187688
-6.4003718275594,50.0040782735215,0,46.6261476513004,"2_Halbend",640,20190823,-25.9097503518795,45.0042983132295,0.700371827559397,-7.79961203608112
-16.2986756765192,40.1057744245617,0,94.1249799510947,"2_Halbend",640,20190823,-29.5211864624187,45.8322311326082,5.0986756765192,-8.88676263277749
-22.6423776577927,33.7620724432882,0,142.77924890145,"2_Halbend",640,20190823,-30.887433005637,39.7192406304494,7.8423776577927,-9.29804382375842
-27.9482221958487,28.4562279052322,0,192.107383924136,"2_Halbend",640,20190823,-32.4247835657708,40.2166876464928,10.6482221958487,-9.76083245620952
-39.2581754577585,17.1462746433224,0,232.478596047512,"2_Halbend",640,20190823,-41.5527583591257,37.9908539328274,20.3581754577585,-12.5086266686741
-8.4780806817208,63.0474950783231,0,46.6261476513004,"3_Hfunstart",640,20190823,-34.3206550876657,43.3294799170101,2.7780806817208,-10.331546652225
-18.3783770702933,53.1471986897506,0,94.1249799510947,"3_Hfunstart",640,20190823,-33.2880724260561,43.5924349075397,7.1783770702933,-10.020708298078
-23.0461445975312,48.4794311625127,0,142.77924890145,"3_Hfunstart",640,20190823,-31.4382287078177,38.2955600062853,8.24614459753121,-9.46384985159762
-24.9469883877636,46.5785873722803,0,192.107383924136,"3_Hfunstart",640,20190823,-28.9428319777415,38.7664040645899,7.6469883877636,-8.71266058476285
-29.6130932527161,41.9124825073278,0,232.478596047512,"3_Hfunstart",640,20190823,-31.343935214727,36.0675194041058,10.7130932527161,-9.43546468178138
-9.2197896752848,59.8168870993496,0,46.6261476513004,"3_Hfuntrill",640,20190823,-37.323214216221,44.5997537819836,3.5197896752848,-11.2354070136749
-12.1456410210591,56.8910357535753,0,94.1249799510947,"3_Hfuntrill",640,20190823,-21.9989488964947,45.0558524633612,0.9456410210591,-6.62234349092395
-18.4106700620361,50.6260067125983,0,142.77924890145,"3_Hfuntrill",640,20190823,-25.1147802021717,41.0947674280729,3.6106700620361,-7.5603021753616
-20.2068375585089,48.8298392161255,0,192.107383924136,"3_Hfuntrill",640,20190823,-23.4434351420271,40.9340622997366,2.9068375585089,-7.05717717915323
-24.9857046537403,44.0509721208941,0,232.478596047512,"3_Hfuntrill",640,20190823,-26.4460825243006,38.680029959647,6.0857046537403,-7.9610641076195
-8.5082090138328,57.4599638422893,0,46.6261476513004,"3_Halbstart",640,20190823,-34.4426194960738,44.1757771029517,2.8082090138328,-10.3682615975592
-13.8337271852882,52.1344456708339,0,94.1249799510947,"3_Halbstart",640,20190823,-25.0565167264154,44.5337277933187,2.6337271852882,-7.54276312150731
-21.3156258136658,44.6525470424563,0,142.77924890145,"3_Halbstart",640,20190823,-29.0775542323064,39.8709750127586,6.5156258136658,-8.75321602447037
-29.3617209932787,36.6064518628434,0,192.107383924136,"3_Halbstart",640,20190823,-34.0646872510919,39.8782950367252,12.0617209932787,-10.2544926554911
-37.2840798003006,28.6840930558215,0,232.478596047512,"3_Halbstart",640,20190823,-39.4632796995683,37.3161014606357,18.3840798003006,-11.8796309168475
-10.49113151751,60.8022670930691,0,46.6261476513004,"3_Halbpeak",640,20190823,-42.4698136062934,42.8493282190435,4.79113151751001,-12.7846878057526
-12.558883024116,58.7345155864631,0,94.1249799510947,"3_Halbpeak",640,20190823,-22.7474388025747,43.6404961961737,1.35888302411601,-6.84766140410575
-21.8191787957368,49.4742198148423,0,142.77924890145,"3_Halbpeak",640,20190823,-29.7644723304662,40.4866368210754,7.0191787957368,-8.95999897658092
-31.446541721599,39.8468568889801,0,192.107383924136,"3_Halbpeak",640,20190823,-36.483440773785,40.5662971964733,14.146541721599,-10.9826100179396
-40.7011543145652,30.5922442960139,0,232.478596047512,"3_Halbpeak",640,20190823,-43.0800772183206,38.5168347844328,21.8011543145652,-12.968395458235
-5.5531164978459,51.0458262963608,0,46.6261476513004,"3_Halbend",640,20190823,-22.4799224186566,45.0042983132295,-0.146883502154101,-6.76713094821483
-13.2261873644935,43.3727554297132,0,94.1249799510947,"3_Halbend",640,20190823,-23.9561023928225,45.8322311326082,2.0261873644935,-7.21150539943724
-18.6783123396715,37.9206304545352,0,142.77924890145,"3_Halbend",640,20190823,-25.47988244739,39.7192406304494,3.8783123396715,-7.67020890265655
-16.7225141436123,39.8764286505944,0,192.107383924136,"3_Halbend",640,20190823,-19.4010158493269,40.2166876464928,-0.5774858563877,-5.84028771699971
-15.1864802107281,41.4124625834786,0,232.478596047512,"3_Halbend",640,20190823,-16.0741077537091,37.9908539328274,-3.7135197892719,-4.83878858740143
-8.22654561669501,62.8786681334516,0,46.6261476513004,"1_Hfunstart",800,20190823,-33.3024000682464,43.3781888788546,2.52654561669501,-10.0250213481444
-19.2469108306269,51.8583029195197,0,94.1249799510947,"1_Hfunstart",800,20190823,-34.8612153977057,44.3725262464844,8.0469108306269,-10.4942715200125
-25.1779779377377,45.9272358124089,0,142.77924890145,"1_Hfunstart",800,20190823,-34.3463534847291,40.4175849089602,10.3779779377377,-10.3392826405816
-30.1886407926759,40.9165729574707,0,192.107383924136,"1_Hfunstart",800,20190823,-35.0240575943579,41.9722557349036,12.8886407926759,-10.5432919057646
-36.725754835998,34.3794589141486,0,232.478596047512,"1_Hfunstart",800,20190823,-38.8723214582079,40.1975181197977,17.825754835998,-11.7017347600132
-9.6291757419881,59.3423495888261,0,46.6261476513004,"1_Hfuntrill",800,20190823,-38.980475867825,44.5468599828449,3.9291757419881,-11.7342924814713
-13.2004921469087,55.7710331839055,0,94.1249799510947,"1_Hfuntrill",800,20190823,-23.9095615986765,45.6190033763939,2.0004921469087,-7.19749522437727
-20.1524351016941,48.8190902291201,0,142.77924890145,"1_Hfuntrill",800,20190823,-27.4907961748353,41.8389325992703,5.3524351016941,-8.27555425331007
-31.1430248301376,37.8285005006766,0,192.107383924136,"1_Hfuntrill",800,20190823,-36.131308554239,43.7724160804285,13.8430248301376,-10.8766076574165
-36.4355917223338,32.5359336084804,0,232.478596047512,"1_Hfuntrill",800,20190823,-38.5651987352023,42.2394124668714,17.5355917223338,-11.6092816080385
-8.38736108142901,57.327543930107,0,46.6261476513004,"1_Halbstart",800,20190823,-33.9534073309866,44.1629114462673,2.68736108142901,-10.2209940616243
-13.5765867019424,52.1383183095936,0,94.1249799510947,"1_Halbstart",800,20190823,-24.5907677105722,45.2577138826889,2.3765867019424,-7.40255869728751
-19.8581657734067,45.8567392381293,0,142.77924890145,"1_Halbstart",800,20190823,-27.0893708342434,41.4434077816586,5.0581657734067,-8.15471318477227
-28.6239417802444,37.0909632312916,0,192.107383924136,"1_Halbstart",800,20190823,-33.2087354436988,43.3373858146904,11.3239417802444,-9.99682548662295
-31.9705375142728,33.7443674972632,0,232.478596047512,"1_Halbstart",800,20190823,-33.8391686432641,41.6590046263779,13.0705375142728,-10.1866047899545
-10.2252953683523,60.6200028339099,0,46.6261476513004,"1_Halbpeak",800,20190823,-41.3936654629116,42.749826373534,4.5252953683523,-12.4607349348166
-11.8240176357057,59.0212805665565,0,94.1249799510947,"1_Halbpeak",800,20190823,-21.4164043929943,44.0121496968833,0.624017635705702,-6.44698012156115
-20.394630278707,50.4506679235552,0,142.77924890145,"1_Halbpeak",800,20190823,-27.8211849448371,40.8693535121877,5.594630278707,-8.37501118331114
-32.0719949056657,38.7733032965965,0,192.107383924136,"1_Halbpeak",800,20190823,-37.2090749118626,42.7023201551227,14.7719949056657,-11.2010476593787
-43.5170928200634,27.3282053821988,0,232.478596047512,"1_Halbpeak",800,20190823,-46.0606032083536,41.1628918252084,24.6170928200634,-13.865623184091
-4.706102194838,52.2427299620407,0,46.6261476513004,"1_Halbend",800,20190823,-19.0510702008982,44.9918268794359,-0.993897805161997,-5.73494357997057
-16.0228875597871,40.9259445970916,0,94.1249799510947,"1_Halbend",800,20190823,-29.0216616801754,46.3054074895866,4.8228875597871,-8.73639068974473
-18.4731026861027,38.475729470776,0,142.77924890145,"1_Halbend",800,20190823,-25.1999472072614,40.3243385088085,3.6731026861027,-7.58593999853445
-24.2185966812569,32.7302354756218,0,192.107383924136,"1_Halbend",800,20190823,-28.0977713055786,41.9193613915434,6.9185966812569,-8.45827197428585
-35.6588668239512,21.2899653329275,0,232.478596047512,"1_Halbend",800,20190823,-37.7430754032421,40.0898269568428,16.7588668239512,-11.3617978249833
-8.32536978052551,62.8331052893588,0,46.6261476513004,"2_Hfunstart",800,20190823,-33.702456421622,43.3781888788546,2.62536978052551,-10.1454503104664
-18.8087954857638,52.3496795841205,0,94.1249799510947,"2_Hfunstart",800,20190823,-34.0676733305804,44.3725262464844,7.6087954857638,-10.2553915549865
-24.780811830639,46.3776632392453,0,142.77924890145,"2_Hfunstart",800,20190823,-33.8045622598619,40.4175849089602,9.980811830639,-10.176187230509
-29.5325019070073,41.625973162877,0,192.107383924136,"2_Hfunstart",800,20190823,-34.2628227219641,41.9722557349036,12.2325019070073,-10.3141373754286
-37.272928484384,33.8855465855003,0,232.478596047512,"2_Hfunstart",800,20190823,-39.4514766055563,40.1975181197977,18.372928484384,-11.8760778315083
-9.62737019070669,59.3722243496859,0,46.6261476513004,"2_Hfuntrill",800,20190823,-38.9731667013876,44.5468599828449,3.92737019070669,-11.7320922031303
-13.2955400772238,55.7040544631688,0,94.1249799510947,"2_Hfuntrill",800,20190823,-24.0817183879389,45.6190033763939,2.09554007722379,-7.24931958190246
-20.3453200146578,48.6542745257348,0,142.77924890145,"2_Hfuntrill",800,20190823,-27.7539187106841,41.8389325992703,5.54532001465779,-8.35476202913572
-28.5770467059936,40.422547834399,0,192.107383924136,"2_Hfuntrill",800,20190823,-33.1543290266384,43.7724160804285,11.2770467059936,-9.98044752313117
-35.5652302060662,33.4343643343264,0,232.478596047512,"2_Hfuntrill",800,20190823,-37.6439658620785,42.2394124668714,16.6652302060662,-11.3319628802365
-8.69772772385299,57.0285887867127,0,46.6261476513004,"2_Halbstart",800,20190823,-35.2098221830317,44.1629114462673,2.99772772385299,-10.5992126190876
-13.5163463280116,52.2099701825541,0,94.1249799510947,"2_Halbstart",800,20190823,-24.4816565565942,45.2577138826889,2.31634632801159,-7.36971296707863
-20.7830399407765,44.9432765697892,0,142.77924890145,"2_Halbstart",800,20190823,-28.3510311295988,41.4434077816586,5.9830399407765,-8.53451077801251
-28.7466109383737,36.979705572192,0,192.107383924136,"2_Halbstart",800,20190823,-33.3510529361913,43.3373858146904,11.4466109383737,-10.0396673207709
-33.9102122056724,31.8161043048933,0,232.478596047512,"2_Halbstart",800,20190823,-35.892214481672,41.6590046263779,15.0102122056724,-10.8046331697884
-10.4533268284443,60.2150929976643,0,46.6261476513004,"2_Halbpeak",800,20190823,-42.3167740513718,42.749826373534,4.7533268284443,-12.7386183091981
-11.8615901546303,58.8068296714783,0,94.1249799510947,"2_Halbpeak",800,20190823,-21.4844581023294,44.0121496968833,0.661590154630307,-6.4674663293872
-21.4278051311408,49.2406146949678,0,142.77924890145,"2_Halbpeak",800,20190823,-29.2305828234506,40.8693535121877,6.6278051311408,-8.79928222059898
-30.2954991129698,40.3729207131388,0,192.107383924136,"2_Halbpeak",800,20190823,-35.1480317735902,42.7023201551227,12.9954991129698,-10.5806118524013
-27.5296068292002,43.1388129969084,0,232.478596047512,"2_Halbpeak",800,20190823,-29.1386720589283,41.1628918252084,8.62960682920021,-8.77161432355337
-4.3831251295686,51.9457519846038,0,46.6261476513004,"2_Halbend",800,20190823,-17.7436062978668,44.9918268794359,-1.3168748704314,-5.34135772691022
-15.1506085254051,41.1782685887673,0,94.1249799510947,"2_Halbend",800,20190823,-27.4417350326167,46.3054074895866,3.9506085254051,-8.26078537788073
-23.1145578077874,33.214319306385,0,142.77924890145,"2_Halbend",800,20190823,-31.5315540855861,40.3243385088085,8.3145578077874,-9.49194358966258
-28.6944752731141,27.6344018410583,0,192.107383924136,"2_Halbend",800,20190823,-33.2905665249179,41.9193613915434,11.3944752731141,-10.0214590966475
-28.7986615638883,27.5302155502841,0,232.478596047512,"2_Halbend",800,20190823,-30.4819011856038,40.0898269568428,9.8986615638883,-9.17596658173223
-8.2253235594036,62.9977473896758,0,46.6261476513004,"3_Hfunstart",800,20190823,-33.2974529807663,43.3781888788546,2.5253235594036,-10.0235321264217
-18.7982310812962,52.4248398677832,0,94.1249799510947,"3_Hfunstart",800,20190823,-34.0485384167787,44.3725262464844,7.5982310812962,-10.2496313719678
-24.8162416923101,46.4068292567693,0,142.77924890145,"3_Hfunstart",800,20190823,-33.8528936451654,40.4175849089602,10.0162416923101,-10.1907364272173
-28.7208339833535,42.5022369657259,0,192.107383924136,"3_Hfunstart",800,20190823,-33.3211471990157,41.9722557349036,11.4208339833535,-10.0306647968386
-37.0435450587827,34.1795258902967,0,232.478596047512,"3_Hfunstart",800,20190823,-39.20868605443,40.1975181197977,18.1435450587827,-11.8029905929555
-9.2957394303435,59.7063529151826,0,46.6261476513004,"3_Hfuntrill",800,20190823,-37.6306712274503,44.5468599828449,3.5957394303435,-11.327960796432
-13.1737799914037,55.8283123541224,0,94.1249799510947,"3_Hfuntrill",800,20190823,-23.8611788626108,45.6190033763939,1.97377999140369,-7.18293056954922
-19.614571398956,49.3875209465701,0,142.77924890145,"3_Hfuntrill",800,20190823,-26.7570733593443,41.8389325992703,4.81457139895599,-8.05468167734424
-26.9536761005978,42.0484162449283,0,192.107383924136,"3_Hfuntrill",800,20190823,-31.2709376553328,43.7724160804285,9.6536761005978,-9.41349022679347
-32.9311829021734,36.0709094433527,0,232.478596047512,"3_Hfuntrill",800,20190823,-34.8559623481879,42.2394124668714,14.0311829021734,-10.4926901945389
-8.4697078631983,57.2698375553077,0,46.6261476513004,"3_Halbstart",800,20190823,-34.286760550988,44.1629114462673,2.76970786319829,-10.3213433799959
-12.954093243867,52.785452174639,0,94.1249799510947,"3_Halbstart",800,20190823,-23.4632684086531,45.2577138826889,1.754093243867,-7.06314758731968
-19.7152372803486,46.0243081381574,0,142.77924890145,"3_Halbstart",800,20190823,-26.8943959813083,41.4434077816586,4.9152372803486,-8.09601990563863
-25.704499376797,40.035046041709,0,192.107383924136,"3_Halbstart",800,20190823,-29.8216760664989,43.3373858146904,8.404499376797,-8.97721901699081
-31.680535469485,34.059009949021,0,232.478596047512,"3_Halbstart",800,20190823,-33.532216403375,41.6590046263779,12.780535469485,-10.0942029585116
-10.4416505794654,60.2756310377015,0,46.6261476513004,"3_Halbpeak",800,20190823,-42.2695066887496,42.749826373534,4.7416505794654,-12.7243894152329
-11.3223625059545,59.3949191112124,0,94.1249799510947,"3_Halbpeak",800,20190823,-20.5077750712544,44.0121496968833,0.122362505954502,-6.17345544077762
-20.4582352783873,50.2590463387796,0,142.77924890145,"3_Halbpeak",800,20190823,-27.9079512375004,40.8693535121877,5.6582352783873,-8.40113044001535
-30.1303468719813,40.5869347451856,0,192.107383924136,"3_Halbpeak",800,20190823,-34.9564265390272,42.7023201551227,12.8303468719813,-10.5229329294716
-39.6011362957909,31.116145321376,0,232.478596047512,"3_Halbpeak",800,20190823,-41.9157647562197,41.1628918252084,20.7011362957909,-12.6179024828173
-4.3734652826521,51.8305808180582,0,46.6261476513004,"3_Halbend",800,20190823,-17.7045016600758,44.9918268794359,-1.3265347173479,-5.32958605796558
-15.1496433327801,41.0544027679302,0,94.1249799510947,"3_Halbend",800,20190823,-27.4399868150302,46.3054074895866,3.9496433327801,-8.26025911194824
-19.260689045733,36.9433570549773,0,142.77924890145,"3_Halbend",800,20190823,-26.2743273490864,40.3243385088085,4.460689045733,-7.9093606479695
-17.9141147406044,38.2899313601059,0,192.107383924136,"3_Halbend",800,20190823,-20.7834791481929,41.9193613915434,0.614114740604396,-6.25645063786294
-23.5675291136713,32.636516987039,0,232.478596047512,"3_Halbend",800,20190823,-24.9450166994072,40.0898269568428,4.6675291136713,-7.50919826886049
-8.8575848237674,62.6181919875287,0,46.6261476513004,"1_Hfunstart",840,20190823,-35.8569498284794,43.4348957201235,3.1575848237674,-10.7940174513907
-19.5368378665014,51.9389389447947,0,94.1249799510947,"1_Hfunstart",840,20190823,-35.3863494795427,43.5436101234068,8.3368378665014,-10.6523526303909
-25.3982449559811,46.077531855315,0,142.77924890145,"1_Hfunstart",840,20190823,-34.6468291181705,37.162414168296,10.5982449559811,-10.4297348192136
-45.9979748910596,25.4778019202365,0,342.821559496013,"1_Hfunstart",840,20190823,-41.3106904731275,35.5532913809891,23.6979748910596,-12.4357569740016
-36.6856087970871,34.790168014209,0,288.274831243557,"1_Hfunstart",840,20190823,-35.3356866380395,35.714142057941,15.8856087970871,-10.6371015954328
-28.6933741770622,42.7824026342339,0,192.107383924136,"1_Hfunstart",840,20190823,-33.2892890625835,37.9464795683776,11.3933741770622,-10.0210745421665
-36.7609853727284,34.7147914385677,0,232.478596047512,"1_Hfunstart",840,20190823,-38.9096111682505,35.7409301411966,17.8609853727284,-11.7129600812656
-10.1361975748986,58.6155834384235,0,46.6261476513004,"1_Hfuntrill",840,20190823,-41.0329830451576,44.3818393400481,4.4361975748986,-12.352158708164
-13.8625339429331,54.889247070389,0,94.1249799510947,"1_Hfuntrill",840,20190823,-25.1086933376133,44.891207989145,2.66253394293311,-7.55846984654995
-19.5971442391245,49.1546367741976,0,142.77924890145,"1_Hfuntrill",840,20190823,-26.7333002273919,39.4766571412346,4.7971442391245,-8.0475252515357
-44.4884341070033,24.2633469063188,0,342.821559496013,"1_Hfuntrill",840,20190823,-39.9549748740298,41.3211729083517,22.1884341070033,-12.0276459130837
-40.5177048719346,28.2340761413875,0,288.274831243557,"1_Hfuntrill",840,20190823,-39.0267728843287,38.4754008259165,19.7177048719346,-11.7482292721486
-31.4197578233967,37.3320231899254,0,192.107383924136,"1_Hfuntrill",840,20190823,-36.4523668079288,40.9013395502387,14.1197578233967,-10.9732558221326
-38.7080590182334,30.0437219950887,0,232.478596047512,"1_Hfuntrill",840,20190823,-40.970488418803,39.3016467459662,19.8080590182334,-12.3333459510634
-8.5288039724507,57.0422089664732,0,46.6261476513004,"1_Halbstart",840,20190823,-34.5259912517583,44.0410973560219,2.8288039724507,-10.3933589968114
-14.026276307311,51.5447366316129,0,94.1249799510947,"1_Halbstart",840,20190823,-25.4052738062682,44.3720603029292,2.826276307311,-7.64774946374317
-20.3185565830482,45.2524563558757,0,142.77924890145,"1_Halbstart",840,20190823,-27.7174095722298,38.3470141753046,5.5185565830482,-8.34377168334514
-41.4108326770399,24.160180261884,0,342.821559496013,"1_Halbstart",840,20190823,-37.1909871033946,38.3447892214656,19.1108326770399,-11.1956026864741
-36.7628419254093,28.8081710135146,0,288.274831243557,"1_Halbstart",840,20190823,-35.4100778151238,36.984828059906,15.9628419254093,-10.659495571148
-28.1102685707301,37.4607443681938,0,192.107383924136,"1_Halbstart",840,20190823,-32.6127854571372,39.3241277208492,10.8102685707301,-9.81742666475236
-36.69660442494,28.8744085139839,0,232.478596047512,"1_Halbstart",840,20190823,-38.8414672482851,37.3720778085328,17.79660442494,-11.6924467173339
-11.2300045579397,60.0727857041514,0,46.6261476513004,"1_Halbpeak",840,20190823,-45.4608923334441,42.3714612560686,5.53000455793969,-13.6850922220174
-12.3214217759967,58.9813684860944,0,94.1249799510947,"1_Halbpeak",840,20190823,-22.3173340552652,43.3673283795705,1.1214217759967,-6.71818697388811
-21.0110151185496,50.2917751435415,0,142.77924890145,"1_Halbpeak",840,20190823,-28.662021792189,38.9462472504963,6.21101511854959,-8.62812829582358
-36.0624701131992,35.2403201488919,0,342.821559496013,"1_Halbpeak",840,20190823,-32.3876332397481,42.2204183879826,13.7624701131992,-9.749649093728
-38.8696436384917,32.4331466235994,0,288.274831243557,"1_Halbpeak",840,20190823,-37.4393554415013,38.2376480947283,18.0696436384917,-11.2703690062174
-29.921919390526,41.3808708715651,0,192.107383924136,"1_Halbpeak",840,20190823,-34.7146145222202,40.7468635967418,12.621919390526,-10.4501402591007
-36.4011690165414,34.9016212455497,0,232.478596047512,"1_Halbpeak",840,20190823,-38.5287640726338,39.3453669966331,17.5011690165414,-11.5983136817235
-3.8855862304182,54.831729678922,0,46.6261476513004,"1_Halbend",840,20190823,-15.7294875849776,45.1116002614313,-1.8144137695818,-4.73504757950246
-16.1144870576411,42.6028288516991,0,94.1249799510947,"1_Halbend",840,20190823,-29.1875724516811,46.1462527931135,4.9144870576411,-8.78633480857169
-22.1307798730289,36.5865360363113,0,142.77924890145,"1_Halbend",840,20190823,-30.1895406490326,38.8412610071564,7.3307798730289,-9.08795729067587
-32.7201169340487,25.9971989752915,0,342.821559496013,"1_Halbend",840,20190823,-29.3858724456529,37.2715632438565,10.4201169340487,-8.8460290548972
-34.1098223943709,24.6074935149693,0,288.274831243557,"1_Halbend",840,20190823,-32.854681574819,38.2324171778774,13.3098223943709,-9.89024465200924
